qc_id,objectid,registro_n,caverna,grau_de_re,uf,municipio,localidade,latitude,longitude,altitude,gps,errogps,qtd__satel,litotipo,desenvolvi,projeção,desnivel_f,icon_url
"2159","2160",017849.06781.31.31901,CAP2_0056, ,MG,Itabirito,Parque Nacional da Serra do Gandarela,-20.148686,-43.656013,"1475",Garmim,"3","9", , , , ,
"2160","2161",017850.06782.31.31901,CAP2_0057, ,MG,Itabirito,Parque Nacional da Serra do Gandarela,-20.148631,-43.656716,"1466",Garmim,"5","8", , , , ,
"2161","2162",017851.06783.31.31901,CAP2_0058, ,MG,Itabirito,Parque Nacional da Serra do Gandarela,-20.148687,-43.656758,"1467",Garmim,"6","8", , , , ,
"2162","2163",017852.06784.31.31901,CAP2_0059, ,MG,Itabirito,Parque Nacional da Serra do Gandarela,-20.148671,-43.656651,"1469",Garmim,"4","9", , , , ,
"2163","2164",017853.06785.31.31901,CAP2_0060, ,MG,Itabirito,Parque Nacional da Serra do Gandarela,-20.148667,-43.656625,"1467",Garmim,"4","9", , , , ,
"2164","2165",017854.07659.31.67202,Abrigo da Língua de Pedra, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.500364,-44.194965,"836",Garmin 76CSX,"2","4", , , , ,
"2165","2166",017855.07660.31.67202,Gruta dos Caramujos, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.496733,-44.19176,"776",Garmin 76CSX,"2","4", , , , ,
"2166","2167",017856.07661.31.67202,Toca da Casa, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.496896,-44.19189,"810",Garmin 76CSX,"2","4", , , , ,
"2167","2168",017858.00506.17.16208,Gruta Filito, ,TO,Paranã,Serra VErmelha,-12.306146,-48.086882,"375",Garmin GPSMap 60csx,"10","10", , , , ,
"2168","2169",017859.07662.31.67202,Abrigo B02, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.443274,-44.173315,"693",Garmin 76CSX,"2","4", , , , ,
"2169","2170",017860.07663.31.67202,Abrigo B04, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.443309,-44.173192,"723",Garmin 76CSX,"3","6", , , , ,
"2170","2171",017861.07664.31.67202,Gruta da Marquise, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.443014,-44.172534,"719",Garmin 76CSX,"2","4", , , , ,
"2171","2172",017905.05977.31.32107,Gruta do Nestor, ,MG,Itacarambi,PARNA Cavernas do Peruaçu,-15.012456,-44.12189,"1",Garmim,"7","9", , , , ,
"2172","2173",017908.05258.31.38708,Sistema Jandira, ,MG,Luminárias,Serra Grande,-21.538782,-44.818757,"1",Garmim,"3","10", , , , ,
"2173","2174",017913.06732.31.37601,Lapa das Pacas, ,MG,Lagoa Santa,Fazenda Lapinha - Parque Estadual do Sumidouro,-19.560558,-43.96673,"1",Garmim,"6","8", , , , ,
"2174","2175",017915.07665.31.67202,Toca do Queijo, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.443011,-44.173164,"726",Garmin 76CSX,"2","4", , , , ,
"2175","2176",017916.07666.31.67202,Toca das Clarabóias, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.442819,-44.173185,"743",Garmin 76CSX,"2","4", , , , ,
"2176","2177",017917.07667.31.67202,Toca do Urubu, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.44255,-44.17244,"694",Garmin 76CSX,"2","6", , , , ,
"2177","2178",017918.07668.31.67202,Toca Da pra Descer, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.442464,-44.172442,"735",Garmin 76CSX,"2","4", , , , ,
"2178","2179",017919.07669.31.67202,Toca das Raízes, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.442605,-44.17322,"723",Garmin 76CSX,"2","4", , , , ,
"2179","2180",017920.07670.31.67202,Abismo dos Dois Buracos, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.442839,-44.173103,"742",Garmin 76CSX,"2","4", , , , ,
"2180","2181",017921.07671.31.67202,Abrigo dos Dois Blocos, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.434475,-44.178793,"709",Garmin 76CSX,"2","4", , , , ,
"2181","2182",017923.07673.31.67202,Toca do Pirata, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.434925,-44.178923,"725",Garmin 76CSX,"2","4", , , , ,
"2182","2183",017924.07674.31.67202,Gruta Portal do Céu, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.43512,-44.17883,"697",Garmin 76CSX,"2","6", , , , ,
"2183","2184",017925.07675.31.67202,Toca do Lixão, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.43533,-44.178818,"702",Garmin 76CSX,"2","4", , , , ,
"2184","2185",017926.07676.31.67202,Toca Hb013, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.443155,-44.172799,"711",Garmin 76CSX,"2","4", , , , ,
"2185","2186",017946.07677.31.67202,Gruta do Anfiteatro, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.442949,-44.173009,"738",Garmin 76CSX,"2","4", , , , ,
"2186","2187",017947.07678.31.67202,Gruta dos Perdidos, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.442775,-44.173151,"726",Garmin 76CSX,"2","6", , , , ,
"2187","2188",017976.06818.31.43302,Lapa Boqueirão da Nascente, ,MG,Montes Claros,Dentro do Parque Estadual da Lapa Grande,-16.712389,-43.941734,"738",Garmim,"5","8", , , , ,
"2188","2189",017983.06825.31.43302,Lapa Pintada, ,MG,Montes Claros,Dentro do Parque Estadual da Lapa Grande,-16.692133,-43.939749,"857",Garmim,"5","7", , , , ,
"2189","2190",017984.06826.31.43302,Lapa Pintada II, ,MG,Montes Claros,Dentro do Parque Estadual da Lapa Grande,-16.69195,-43.939479,"853",Garmim,"6","8", , , , ,
"2190","2191",017995.06837.31.43302,Lapa dos Cristais, ,MG,Montes Claros,Dentro do Parque Estadual da Lapa Grande,-16.704047,-43.940357,"734",Garmim,"6","8", , , , ,
"2191","2192",018037.02912.31.37106,Gruta Labirinto, ,MG,Lagamar,Guariroba,-18.119786,-46.929783,"1",Sem Informação,"3","14", , , , ,
"2192","2193",018038.02913.31.37106,Gruta do Córrego, ,MG,Lagamar,Guariroba,-18.115416,-46.92295,"1",Sem Informação,"3","14", , , , ,
"2193","2194",018039.07644.31.45455,Lapa da Onça, ,MG,Olhos-d'Água,PARNA Sempre Vivas,-17.832479,-43.75568,"1",Garmim,"5","7", , , , ,
"2194","2195",018050.05400.31.47402,Lapa de São Bento, ,MG,Paraopeba,Comunidade da Pontinha,-19.358539,-44.428478,"742",garmim,"4","12", , , , ,
"2195","2196",018063.06793.31.44805,Caverna RM-49, ,MG,Nova Lima,Parque Estadual do Rola Moça,-20.069342,-43.992933,"1416",Garmim,"4","12", , , , ,
"2196","2197",018120.07385.31.46107,Gruta da Igrejinha, ,MG,Ouro Preto,Hargreaves,-20.4504,-43.704471,"1",Garmim,"10","7", , , , ,
"2197","2198",018124.07667.31.46503,Gruta Aranha de Funil, ,MG,Pains,Sem informação,-20.321861,-45.697908,"764",Garmim,"7","9", , , , ,
"2198","2199",018125.07668.31.46503,Gruta da Passagem, ,MG,Pains,Sem informação,-20.322183,-45.696566,"766",Garmim,"7","9", , , , ,
"2199","2200",018159.06893.31.54804,Caverna SG-052, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.094222,-43.684981,"1569",Garmim,"7","7", , , , ,
"2200","2201",018160.06894.31.54804,Caverna SG-053, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.094755,-43.684617,"1578",Garmim,"3","10", , , , ,
"2201","2202",018161.06895.31.54804,Caverna SG-054, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.095125,-43.684316,"1582",Garmim,"3","11", , , , ,
"2202","2203",018162.06896.31.54804,Caverna SG-055, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.095137,-43.684346,"1582",Garmim,"3","11", , , , ,
"2203","2204",018163.06897.31.54804,GAND_0002, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.116675,-43.662005,"1636",Garmim,"2","11", , , , ,
"2204","2205",018164.06898.31.54804,GAND_0006, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.113115,-43.66518,"1601",Garmim,"5","10", , , , ,
"2205","2206",018166.06900.31.54804,GAND_0008, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.105861,-43.673504,"1571",Garmin GPSMap 64sx,"3","13", , , , ,
"2206","2207",018168.06902.31.54804,GAND_0018, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.08876,-43.69302,"1449",Garmin 64st,"4","12", , , , ,
"2207","2208",018169.06903.31.54804,GAND_0019, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.08805,-43.69343,"1457",Garmin 64st,"5","13", , , , ,
"2208","2209",018171.06905.31.54804,GAND_0096, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.105957,-43.673488,"1570",Garmin GPSMap 64sx,"3","14", , , , ,
"2209","2210",018175.06909.31.54804,GAND_0104, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.08894,-43.69291,"1444",Garmin 64st,"3","9", , , , ,
"2210","2211",018176.06910.31.54804,GAND_0105, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.08868,-43.69308,"1451",Garmin 64st,"6","12", , , , ,
"2211","2212",018195.00550.52.19803,Abismo do BBB4, ,GO,São Domingos,Fazenda Colinas,-13.472305,-46.392701,"1",Sem Informação,"4","8", , , , ,
"2212","2213",018196.00551.52.19803,Abismo do Curral, ,GO,São Domingos,Fazenda Colinas,-13.458706,-46.388281,"1",Sem Informação,"3","8", , , , ,
"2213","2214",018197.00552.52.19803,Abismo do Janelão, ,GO,São Domingos,Fazenda Colinas,-13.472164,-46.392007,"1",Sem Informação,"3","12", , , , ,
"2214","2215",018199.00554.52.19803,Abismo Pouco O2, ,GO,São Domingos,Fazenda Colinas,-13.45892,-46.393732,"1",Sem Informação,"3","10", , , , ,
"2215","2216",018200.00555.52.19803,Abismo Proibido, ,GO,São Domingos,Fazenda Colinas,-13.458188,-46.388777,"1",Sem Informação,"3","12", , , , ,
"2216","2217",018201.00556.52.19803,Abismo Sapodeu, ,GO,São Domingos,Fazenda Colinas,-13.472034,-46.392598,"1",Sem Informação,"3","10", , , , ,
"2217","2218",018202.00557.52.19803,Boca da Veia, ,GO,São Domingos,Fazenda Colinas,-13.459204,-46.402868,"1",Sem Informação,"3","11", , , , ,
"2218","2219",018203.00558.52.19803,Buraco do Maribondo, ,GO,São Domingos,Fazenda Colinas,-13.456294,-46.392968,"1",Sem Informação,"3","10", , , , ,
"2219","2220",018204.00559.52.19803,Caverna Bloco Entalado, ,GO,São Domingos,Fazenda Colinas,-13.475476,-46.388165,"1",Sem Informação,"3","11", , , , ,
"2220","2221",018205.00560.52.19803,Caverna Conduto Secreto, ,GO,São Domingos,Fazenda Colinas,-13.458099,-46.391834,"1",Sem Informação,"4","11", , , , ,
"2221","2222",018206.00561.52.19803,Caverna das Cortinas Musicais, ,GO,São Domingos,Fazenda Colinas,-13.468442,-46.394868,"1",Sem Informação,"4","10", , , , ,
"2222","2223",018207.00562.52.19803,Caverna do Javali, ,GO,São Domingos,Fazenda Colinas,-13.458322,-46.394033,"1",Sem Informação,"3","11", , , , ,
"2223","2224",018208.00563.52.19803,Caverna do Labirinto, ,GO,São Domingos,Fazenda Colinas,-13.458056,-46.404459,"1",Sem Informação,"7","12", , , , ,
"2224","2225",018209.00564.52.19803,Caverna do Nasal, ,GO,São Domingos,Fazenda Colinas,-13.45935,-46.402527,"1",Sem Informação,"3","10", , , , ,
"2225","2226",018211.00566.52.19803,Caverna do Sifão da Fazenda Colina, ,GO,São Domingos,Fazenda Colinas,-13.449916,-46.390493,"1",Sem Informação,"3","12", , , , ,
"2226","2227",018212.00567.52.19803,Caverna Entre Torres, ,GO,São Domingos,Fazenda Colinas,-13.4753,-46.390566,"1",Sem Informação,"6","9", , , , ,
"2227","2228",018213.00568.52.19803,Caverna Tocabonde, ,GO,São Domingos,Fazenda Colinas,-13.470279,-46.394564,"1",Sem Informação,"4","9", , , , ,
"2228","2229",018214.00569.52.19803,Fenda do Bernardo, ,GO,São Domingos,Fazenda Colinas,-13.462001,-46.387524,"1",Sem Informação,"5","12", , , , ,
"2229","2230",018215.00570.52.19803,Fenda do Juvenício, ,GO,São Domingos,Fazenda Colinas,-13.456095,-46.392866,"1",Sem Informação,"3","10", , , , ,
"2230","2231",018217.00572.52.19803,Garganta das Barigudas, ,GO,São Domingos,Fazenda Colinas,-13.458299,-46.40302,"1",Sem Informação,"3","8", , , , ,
"2231","2232",018218.00573.52.19803,Gruta da Claraboia, ,GO,São Domingos,Fazenda Colinas,-13.45958,-46.390392,"1",Sem Informação,"3","12", , , , ,
"2232","2233",018219.00574.52.19803,Gruta B7, ,GO,São Domingos,Fazenda Colinas,-13.462473,-46.393605,"1",Sem Informação,"3","10", , , , ,
"2233","2234",018220.00575.52.19803,Gruta da Diaclase, ,GO,São Domingos,Fazenda Colinas,-13.458779,-46.391376,"1",Sem Informação,"3","10", , , , ,
"2234","2235",018221.00576.52.19803,Gruta do 100, ,GO,São Domingos,Fazenda Colinas,-13.459311,-46.393365,"1",Sem Informação,"3","10", , , , ,
"2235","2236",018222.00577.52.19803,Gruta do Cogumelo, ,GO,São Domingos,Fazenda Colinas,-13.455735,-46.405647,"1",Sem Informação,"3","9", , , , ,
"2236","2237",018223.00578.52.19803,Gruta do Godá, ,GO,São Domingos,Fazenda Colinas,-13.454951,-46.397145,"1",Sem Informação,"3","12", , , , ,
"2237","2238",018224.00579.52.19803,Gruta dos Caramujos, ,GO,São Domingos,Fazenda Colinas,-13.458108,-46.391843,"1",Sem Informação,"3","12", , , , ,
"2238","2239",018225.00580.52.19803,Gruta Quatro e Meia, ,GO,São Domingos,Fazenda Colinas,-13.46263,-46.394723,"1",Sem Informação,"3","10", , , , ,
"2239","2240",018227.00582.52.19803,Lapa do Rosto, ,GO,São Domingos,Fazenda Colinas,-13.449178,-46.391533,"1",Sem Informação,"3","8", , , , ,
"2240","2241",018228.00583.52.19803,Lapa do Urubu, ,GO,São Domingos,Fazenda Colinas,-13.447386,-46.388594,"1",Sem Informação,"3","12", , , , ,
"2241","2242",018229.00584.52.19803,Sala Suspensa, ,GO,São Domingos,Fazenda Colinas,-13.467179,-46.394315,"1",Sem Informação,"3","11", , , , ,
"2242","2243",018230.00585.52.19803,Toca da Onça, ,GO,São Domingos,Fazenda Colinas,-13.47178,-46.392855,"1",Sem Informação,"3","12", , , , ,
"2243","2244",018231.00586.52.19803,Toca da Raposa, ,GO,São Domingos,Fazenda Colinas,-13.471751,-46.393196,"1",Sem Informação,"5","7", , , , ,
"2244","2245",018262.00430.51.07701,Caverna das Raízes, ,MT,Rosário Oeste,Fazenda Leão - Serra Azul - Cuiabazinho,-14.476583,-55.685778,"387",Garmim,"6","7", , , , ,
"2245","2246",018263.00431.51.07701,Gruta C01, ,MT,Rosário Oeste,Morro da Onça - Bloco 3 - Fazenda São Lucas,-14.560583,-55.787222,"311",Garmim,"7","9", , , , ,
"2246","2247",018264.00432.51.07701,Gruta C02, ,MT,Rosário Oeste,Morro da Onça - Bloco 3 - Fazenda São Lucas,-14.560833,-55.788194,"357",Garmim,"9","8", , , , ,
"2247","2248",018265.00433.51.07701,Gruta C03 (Gruta do Arco Grande), ,MT,Rosário Oeste,Morro da Onça - Bloco 3 - Fazenda São Lucas,-14.561638,-55.7885,"321",Garmim,"6","8", , , , ,
"2248","2249",018266.00434.51.07701,Gruta C04, ,MT,Rosário Oeste,Morro da Onça - Bloco 3 - Fazenda São Lucas,-14.561694,-55.788277,"307",Garmim,"8","7", , , , ,
"2249","2250",018267.00435.51.07701,Gruta C05 (Gruta do Arquinho), ,MT,Rosário Oeste,Morro da Onça - Bloco 3 - Fazenda São Lucas,-14.561638,-55.78825,"318",Garmim,"6","9", , , , ,
"2250","2251",018268.00436.51.07701,Gruta C06, ,MT,Rosário Oeste,Morro da Onça - Bloco 3 - Fazenda São Lucas,-14.561666,-55.788166,"311",Garmim,"8","9", , , , ,
"2251","2252",018269.00305.51.03403,Abrigo da Pedra do Equilíbrio, ,MT,Cuiabá,Complexo de Caverna Aroe-Jari / Fazenda Água Fria,-15.617694,-55.505944,"761",Garmim,"5","9", , , , ,
"2252","2253",018270.00306.51.03403,Gruta da Ponte de Pedra, ,MT,Cuiabá,Complexo de Caverna Aroe-Jari / Fazenda Água Fria,-15.618527,-55.505333,"785",Garmim,"6","9", , , , ,
"2253","2254",018271.00307.51.03403,Gruta Lagoa Azul, ,MT,Cuiabá,Complexo de Caverna Aroe-Jari / Fazenda Água Fria,-15.615583,-55.500833,"769",Garmim,"5","11", , , , ,
"2254","2255",018272.00001.51.07404,Casa de Pedra de São Paulo, ,MT,São Pedro da Cipa,Currutela Garimpeira de Raizinha / Fazenda São Paulo,-15.897917,-54.659,"354",Garmim,"6","8", , , , ,
"2255","2256",018273.00320.51.05200,Caverna da Água Sumida I, ,MT,Juscimeira,Fazenda Serra Mineira e Sítio de Vítor Hugo,-16.042944,-54.503167,"522",Garmim,"6","11", , , , ,
"2256","2257",018274.00321.51.05200,Caverna da Água Sumida II (Clarabóia), ,MT,Juscimeira,Fazenda Serra Mineira e Sítio de Vítor Hugo,-16.042972,-54.503444,"542",Garmim,"6","8", , , , ,
"2257","2258",018275.00322.51.05200,Caverna da Água Sumida III (Boca seca-guardião), ,MT,Juscimeira,Fazenda Serra Mineira e Sítio de Vítor Hugo,-16.04375,-54.50427,"528",Garmim,"6","9", , , , ,
"2258","2259",018276.00323.51.05200,Caverna da Água Sumida IV (Topo do urubu), ,MT,Juscimeira,Fazenda Serra Mineira e Sítio de Vítor Hugo,-16.044,-54.504333,"557",Garmim,"4","10", , , , ,
"2259","2260",018277.00317.51.03601,Caverna da Cabeceira Verde, ,MT,Dom Aquino,Distrito de Entre Rios / Fazenda São Pedro,-15.90725,-54.805972,"440",Garmim,"6","9", , , , ,
"2260","2261",018278.00001.51.04807,Caverna da Grimpa, ,MT,Jaciara,Fazenda Santa Ana / Pensão Seca,-15.796556,-55.128139,"639",Garmim,"9","7", , , , ,
"2261","2262",018280.00324.51.05200,Caverninha dos Mangialardo, ,MT,Juscimeira,Fazenda Santa Maria,-16.018528,-54.485528,"502",Garmim,"6","8", , , , ,
"2262","2263",018282.00346.52.07907,Ressurgência do Taboca, ,GO,Flores de Goiás,Fazenda Morro Redondo,-14.943435,-46.712133,"586",Garmin 60S,"5","7", , , , ,
"2263","2264",018339.07130.31.57203,Caverna Espingarda Queimada 01, ,MG,Santa Bárbara,Entorno do PARNA da Serra do Gandarela,-20.11808,-43.649111,"1456",Garmim,"5","8", , , , ,
"2264","2265",018340.07131.31.57203,Caverna Espingarda Queimada 02, ,MG,Santa Bárbara,Entorno do PARNA da Serra do Gandarela,-20.118104,-43.649101,"1454",Garmim,"6","7", , , , ,
"2265","2266",018341.07132.31.57203,Caverna Espingarda Queimada 03, ,MG,Santa Bárbara,Entorno do PARNA da Serra do Gandarela,-20.117953,-43.649189,"1459",Garmim,"4","8", , , , ,
"2266","2267",018342.07133.31.57203,Caverna Espingarda Queimada 04, ,MG,Santa Bárbara,Entorno do PARNA da Serra do Gandarela,-20.117961,-43.649097,"1462",Garmim,"6","8", , , , ,
"2267","2268",018343.07134.31.57203,Caverna Espingarda Queimada 05, ,MG,Santa Bárbara,Entorno do PARNA da Serra do Gandarela,-20.117943,-43.649196,"1460",Garmim,"5","8", , , , ,
"2268","2269",018344.07135.31.57203,Caverna Espingarda Queimada 06, ,MG,Santa Bárbara,Entorno do PARNA da Serra do Gandarela,-20.118257,-43.649052,"1453",Garmim,"4","8", , , , ,
"2269","2270",018345.07136.31.57203,Caverna Espingarda Queimada 07, ,MG,Santa Bárbara,Entorno do PARNA da Serra do Gandarela,-20.117999,-43.649309,"1456",Garmim,"4","9", , , , ,
"2270","2271",018346.07137.31.57203,Caverna SG-056, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.103604,-43.63984,"1431",Garmim,"3","11", , , , ,
"2271","2272",018347.07138.31.57203,Caverna SG-057, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.103591,-43.639887,"1430",Garmim,"4","11", , , , ,
"2272","2273",018348.07139.31.57203,Caverna SG-058, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.103683,-43.639837,"1427",Garmim,"3","11", , , , ,
"2273","2274",018349.07140.31.57203,Caverna SG-059, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.103634,-43.639869,"1429",Garmim,"3","11", , , , ,
"2274","2275",018350.07141.31.57203,Caverna SG-060, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.104165,-43.636912,"1374",Garmim,"3","9", , , , ,
"2275","2276",018421.07212.31.57203,GAND_0100, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.1011,-43.67104,"1494",Garmin 64st,"3","11", , , , ,
"2276","2277",018422.07213.31.57203,GAND_0101, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.10114,-43.67096,"1494",Garmin 64st,"4","13", , , , ,
"2277","2278",018451.07689.31.71006,Gruta da Gameleira II, ,MG,Vazante,Comunidade dos Bagres,-17.745833,-46.799,"1",Sem Informação,"3","14", , , , ,
"2278","2279",018452.07690.31.71006,Gruta do Bode, ,MG,Vazante,Vila de Cabeludo,-17.726222,-46.758666,"1",Sem Informação,"3","14", , , , ,
"2279","2280",018454.07692.31.71006,Gruta do Seu Hugo, ,MG,Vazante,Vila de Cabeludo,-17.723027,-46.755194,"1",Sem Informação,"3","14", , , , ,
"2280","2281",018455.07693.31.71006,Toca Bagres, ,MG,Vazante,Vila de Cabeludo,-17.74725,-46.797972,"1",Sem Informação,"3","14", , , , ,
"2281","2282",018456.07694.31.71006,Toca Cabeludo, ,MG,Vazante,Vila de Cabeludo,-17.723333,-46.755388,"1",Sem Informação,"3","14", , , , ,
"2282","2283",018615.07629.31.02407,Caverna Serra do Sapo 01, ,MG,Alvorada de Minas,Área da Anglo American Brasil,-18.888221,-43.43401,"687",Garmim,"3","10", , , , ,
"2283","2284",019116.00001.26.07307,Furna das Onças, ,PE,Ipubi,APA Chapada do Araripe - Cipaúba,-7.584359,-40.126894,"744",Garmim,"6","9", , , , ,
"2284","2285",019117.00001.26.02001,Abismo da Serra dos Queiroz, ,PE,Bodocó,APA Chapada do Araripe - Serra dos Queiroz,-7.495053,-40.106443,"767",Garmim,"2","10", , , , ,
"2285","2286",019118.00002.26.02001,Abrigo dos Caetano, ,PE,Bodocó,APA Chapada do Araripe - Serra dos Queiroz,-7.467948,-40.116936,"736",Garmim,"7","8", , , , ,
"2286","2287",019119.00003.26.02001,Furna dos Caetano, ,PE,Bodocó,APA Chapada do Araripe - Serra dos Queiroz,-7.468892,-40.11759,"743",Garmim,"7","8", , , , ,
"2287","2288",019127.00006.26.06606,Abrigo do Bocão (do Castelo), ,PE,Ibimirim,PARNA do Catimbau - Quiri D'alho,-8.547201,-37.395562,"581",Garmin GPSMAP 64s,"3","11", , , , ,
"2288","2289",019128.00007.26.06606,Abrigo do Puiú, ,PE,Ibimirim,PARNA do Catimbau - Puiú,-8.6097,-37.473808,"477",Garmim,"5","8", , , , ,
"2289","2290",019129.00008.26.06606,Abrigo do Puiú II, ,PE,Ibimirim,PARNA do Catimbau - Puiú,-8.609839,-37.475989,"509",Garmim,"8","8", , , , ,
"2290","2291",019130.00011.26.15805,Abrigo Arco do Riacho do Breu, ,PE,Tupanatinga,PARNA do Catimbau - Sítio do Breu,-8.488284,-37.281416,"835",Garmim,"7","7", , , , ,
"2291","2292",019131.00009.26.06606,Abrigo do Puiú III, ,PE,Ibimirim,PARNA do Catimbau - Puiú,-8.609562,-37.472947,"507",Garmim,"5","9", , , , ,
"2292","2293",019132.00010.26.06606,Abrigo do Puiú IV, ,PE,Ibimirim,PARNA do Catimbau - Puiú,-8.608359,-37.470611,"491",Garmim,"6","10", , , , ,
"2293","2294",019133.00011.26.06606,Abrigo do Puiú V, ,PE,Ibimirim,PARNA do Catimbau - Puiú,-8.607284,-37.46968,"499",Garmim,"7","10", , , , ,
"2294","2295",019134.00012.26.06606,Abrigo Maria Preta, ,PE,Ibimirim,PARNA do Catimbau - Maria Preta,-8.593217,-37.449388,"512",Garmim,"5","8", , , , ,
"2295","2296",019135.00013.26.06606,Furna da Chaminé, ,PE,Ibimirim,PARNA do Catimbau - Puiú,-8.605858,-37.467197,"509",Garmim,"9","8", , , , ,
"2296","2297",019136.00014.26.06606,Furna do Puiú, ,PE,Ibimirim,PARNA do Catimbau - Puiú,-8.609899,-37.474008,"494",Garmim,"4","8", , , , ,
"2297","2298",019137.00015.26.06606,Furna do Puiú II, ,PE,Ibimirim,PARNA do Catimbau - Puiú,-8.60842,-37.471515,"491",Garmim,"6","9", , , , ,
